PO_ID,PO_Line_ID,Supplier_ID,Product_ID,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Received_Quantity,Planned_Unit_Cost,Actual_Unit_Cost,PO_Status
PO000061,PO000061-L5,S001,P0008,2023-04-20,2023-05-10,2023-05-13,901,705,1433.36,1484.88,Completed
PO000061,PO000061-L6,S001,P0029,2023-04-20,2023-05-10,2023-05-13,569,565,2062.0,2122.58,Completed
PO000062,PO000062-L1,S001,P0029,2023-04-21,2023-05-10,,1133,0,2143.83,,Cancelled
PO000062,PO000062-L2,S001,P0108,2023-04-21,2023-05-10,,463,0,368.22,,Cancelled
PO000062,PO000062-L3,S001,P0080,2023-04-21,2023-05-10,,193,0,8858.9,,Cancelled
PO000062,PO000062-L4,S001,P0008,2023-04-21,2023-05-10,,1349,0,1420.15,,Cancelled
PO000063,PO000063-L1,S001,P0014,2023-04-23,2023-05-11,2023-05-10,1374,1108,262.4,255.49,Completed
PO000064,PO000064-L1,S001,P0138,2023-04-26,2023-05-13,2023-05-12,1280,1149,185.73,177.89,Completed
PO000064,PO000064-L2,S001,P0108,2023-04-26,2023-05-13,2023-05-12,1240,1060,371.39,357.77,Completed
PO000065,PO000065-L1,S001,P0197,2023-04-29,2023-05-20,2023-05-20,66,62,175.97,189.91,Completed
PO000065,PO000065-L2,S001,P0138,2023-04-29,2023-05-20,2023-05-20,992,942,186.83,193.51,Completed
PO000065,PO000065-L3,S001,P0008,2023-04-29,2023-05-20,2023-05-20,531,468,1499.18,1448.03,Completed
PO000065,PO000065-L4,S001,P0029,2023-04-29,2023-05-20,2023-05-20,1376,1240,2097.42,2072.9,Completed
PO000065,PO000065-L5,S001,P0108,2023-04-29,2023-05-20,2023-05-20,1292,1019,366.61,359.4,Completed
PO000065,PO000065-L6,S001,P0019,2023-04-29,2023-05-20,2023-05-20,1263,1052,1346.15,1359.98,Completed
PO000065,PO000065-L7,S001,P0014,2023-04-29,2023-05-20,2023-05-20,567,489,261.22,304.15,Completed
PO000066,PO000066-L1,S001,P0080,2023-04-30,2023-05-16,2023-05-22,239,223,8826.48,8615.38,Completed
PO000066,PO000066-L2,S001,P0008,2023-04-30,2023-05-16,2023-05-22,857,809,1469.67,1463.48,Completed
PO000066,PO000066-L3,S001,P0197,2023-04-30,2023-05-16,2023-05-22,828,626,178.06,183.73,Completed
PO000066,PO000066-L4,S001,P0029,2023-04-30,2023-05-16,2023-05-22,1474,1196,2140.6,2122.76,Completed
PO000067,PO000067-L1,S001,P0008,2023-05-03,2023-05-24,2023-05-23,672,585,1449.17,1417.52,Completed
PO000067,PO000067-L2,S001,P0197,2023-05-03,2023-05-24,2023-05-23,1108,1059,177.37,195.17,Completed
PO000067,PO000067-L3,S001,P0138,2023-05-03,2023-05-24,2023-05-23,517,395,185.77,182.75,Completed
PO000067,PO000067-L4,S001,P0019,2023-05-03,2023-05-24,2023-05-23,323,272,1357.19,1362.7,Completed
PO000067,PO000067-L5,S001,P0080,2023-05-03,2023-05-24,2023-05-23,761,632,8670.1,9835.89,Completed
PO000068,PO000068-L1,S001,P0029,2023-05-04,2023-05-24,2023-05-30,62,56,2141.89,1955.52,Completed
PO000068,PO000068-L2,S001,P0080,2023-05-04,2023-05-24,2023-05-30,775,703,8603.84,8506.78,Completed
PO000068,PO000068-L3,S001,P0108,2023-05-04,2023-05-24,2023-05-30,113,94,370.11,397.2,Completed
PO000068,PO000068-L4,S001,P0019,2023-05-04,2023-05-24,2023-05-30,1319,1168,1374.96,1377.32,Completed
PO000068,PO000068-L5,S001,P0138,2023-05-04,2023-05-24,2023-05-30,169,135,184.87,187.81,Completed
PO000069,PO000069-L1,S001,P0080,2023-05-05,2023-05-22,2023-05-21,867,765,8843.57,8971.84,Completed
PO000069,PO000069-L2,S001,P0197,2023-05-05,2023-05-22,2023-05-21,1282,1100,177.63,186.08,Completed
PO000070,PO000070-L1,S001,P0197,2023-05-08,2023-05-25,2023-05-23,909,689,175.54,174.61,Completed
PO000071,PO000071-L1,S001,P0197,2023-05-09,2023-05-31,2023-06-04,558,444,173.95,168.58,Completed
PO000071,PO000071-L2,S001,P0029,2023-05-09,2023-05-31,2023-06-04,356,319,2056.68,2107.13,Completed
PO000071,PO000071-L3,S001,P0014,2023-05-09,2023-05-31,2023-06-04,215,170,262.42,254.08,Completed
PO000072,PO000072-L1,S001,P0008,2023-05-10,2023-05-26,2023-06-02,494,400,1479.21,1420.33,Completed
PO000072,PO000072-L2,S001,P0014,2023-05-10,2023-05-26,2023-06-02,354,305,264.64,266.71,Completed
PO000072,PO000072-L3,S001,P0108,2023-05-10,2023-05-26,2023-06-02,1009,839,374.81,359.67,Completed
PO000073,PO000073-L1,S001,P0014,2023-05-11,2023-06-02,2023-06-18,1207,1196,251.41,244.02,Completed
PO000073,PO000073-L2,S001,P0080,2023-05-11,2023-06-02,2023-06-18,1419,1273,9047.77,9340.46,Completed
PO000073,PO000073-L3,S001,P0008,2023-05-11,2023-06-02,2023-06-18,942,788,1473.03,1299.43,Completed
PO000073,PO000073-L4,S001,P0108,2023-05-11,2023-06-02,2023-06-18,640,542,372.02,388.1,Completed
PO000073,PO000073-L5,S001,P0138,2023-05-11,2023-06-02,2023-06-18,1361,1383,183.3,203.09,Completed
PO000074,PO000074-L1,S001,P0080,2023-05-13,2023-05-30,2023-05-28,1166,1036,9053.88,9083.29,Completed
PO000074,PO000074-L2,S001,P0014,2023-05-13,2023-05-30,2023-05-28,1297,1068,254.35,264.89,Completed
PO000074,PO000074-L3,S001,P0019,2023-05-13,2023-05-30,2023-05-28,1297,1155,1362.51,1262.07,Completed
PO000074,PO000074-L4,S001,P0138,2023-05-13,2023-05-30,2023-05-28,1267,1108,189.8,181.56,Completed
PO000075,PO000075-L1,S001,P0080,2023-05-16,2023-06-01,2023-06-09,931,785,8588.83,9112.63,Completed
PO000075,PO000075-L2,S001,P0138,2023-05-16,2023-06-01,2023-06-09,1391,1172,189.13,193.27,Completed
PO000075,PO000075-L3,S001,P0008,2023-05-16,2023-06-01,2023-06-09,81,73,1466.05,1527.51,Completed
PO000075,PO000075-L4,S001,P0108,2023-05-16,2023-06-01,2023-06-09,75,66,385.81,383.23,Completed
PO000076,PO000076-L1,S001,P0138,2023-05-18,2023-06-03,2023-06-19,877,753,191.44,192.75,Completed
PO000076,PO000076-L2,S001,P0008,2023-05-18,2023-06-03,2023-06-19,779,650,1438.2,1358.26,Completed
PO000077,PO000077-L1,S001,P0014,2023-05-19,2023-06-06,2023-06-05,474,352,254.56,251.76,Completed
PO000077,PO000077-L2,S001,P0197,2023-05-19,2023-06-06,2023-06-05,1413,1158,179.14,176.78,Completed
PO000077,PO000077-L3,S001,P0138,2023-05-19,2023-06-06,2023-06-05,1102,1016,183.75,183.66,Completed
PO000077,PO000077-L4,S001,P0008,2023-05-19,2023-06-06,2023-06-05,1085,1050,1467.93,1502.73,Completed
PO000077,PO000077-L5,S001,P0080,2023-05-19,2023-06-06,2023-06-05,337,327,8634.53,8643.67,Completed
PO000078,PO000078-L1,S001,P0019,2023-05-21,2023-06-07,2023-06-06,348,294,1313.07,1408.89,Completed
PO000078,PO000078-L2,S001,P0138,2023-05-21,2023-06-07,2023-06-06,1003,919,184.01,184.11,Completed
PO000078,PO000078-L3,S001,P0008,2023-05-21,2023-06-07,2023-06-06,112,86,1414.95,1780.97,Completed
PO000078,PO000078-L4,S001,P0029,2023-05-21,2023-06-07,2023-06-06,1347,1045,2039.89,1886.86,Completed
PO000078,PO000078-L5,S001,P0014,2023-05-21,2023-06-07,2023-06-06,1011,885,261.07,250.09,Completed
PO000078,PO000078-L6,S001,P0108,2023-05-21,2023-06-07,2023-06-06,748,646,377.77,396.26,Completed
PO000078,PO000078-L7,S001,P0197,2023-05-21,2023-06-07,2023-06-06,855,787,178.78,181.09,Completed
PO000079,PO000079-L1,S001,P0014,2023-05-22,2023-06-06,,498,0,253.6,,Cancelled
PO000079,PO000079-L2,S001,P0138,2023-05-22,2023-06-06,,1255,0,187.8,,Cancelled
PO000079,PO000079-L3,S001,P0080,2023-05-22,2023-06-06,,596,0,9000.45,,Cancelled
PO000079,PO000079-L4,S001,P0108,2023-05-22,2023-06-06,,1430,0,370.19,,Cancelled
PO000079,PO000079-L5,S001,P0197,2023-05-22,2023-06-06,,521,0,178.09,,Cancelled
PO000079,PO000079-L6,S001,P0029,2023-05-22,2023-06-06,,1371,0,2112.64,,Cancelled
PO000079,PO000079-L7,S001,P0008,2023-05-22,2023-06-06,,938,0,1439.37,,Cancelled
PO000080,PO000080-L1,S001,P0108,2023-05-23,2023-06-09,2023-06-08,1285,1024,386.78,414.53,Completed
PO000080,PO000080-L2,S001,P0008,2023-05-23,2023-06-09,2023-06-08,1492,1314,1419.5,1450.58,Completed
PO000080,PO000080-L3,S001,P0080,2023-05-23,2023-06-09,,160,138,9009.64,8466.42,Completed
PO000080,PO000080-L4,S001,P0197,2023-05-23,2023-06-09,2023-06-08,1073,955,182.34,173.02,Completed
PO000080,PO000080-L5,S001,P0014,2023-05-23,2023-06-09,2023-06-08,830,840,251.39,267.06,Completed
PO000080,PO000080-L6,S001,P0019,2023-05-23,2023-06-09,2023-06-08,123,120,1326.58,1303.51,Completed
PO000080,PO000080-L7,S001,P0029,2023-05-23,2023-06-09,2023-06-08,875,758,2115.36,2096.43,Completed
PO000081,PO000081-L1,S001,P0019,2023-05-25,2023-06-14,2023-06-14,321,248,1334.46,1319.85,Completed
PO000081,PO000081-L2,S001,P0008,2023-05-25,2023-06-14,2023-06-14,1205,954,1464.89,1514.59,Completed
PO000081,PO000081-L3,S001,P0197,2023-05-25,2023-06-14,2023-06-14,1096,895,173.86,172.25,Completed
PO000082,PO000082-L1,S001,P0080,2023-05-27,2023-06-15,2023-06-18,803,730,8867.6,8883.91,Completed
PO000082,PO000082-L2,S001,P0014,2023-05-27,2023-06-15,2023-06-18,202,167,264.09,261.61,Completed
PO000083,PO000083-L1,S001,P0014,2023-05-28,2023-06-14,2023-05-25,1125,960,264.72,267.48,Completed
PO000083,PO000083-L2,S001,P0138,2023-05-28,2023-06-14,2023-06-14,1377,1120,187.3,201.58,Completed
PO000083,PO000083-L3,S001,P0080,2023-05-28,2023-06-14,2023-06-14,1495,1244,9020.68,8664.16,Completed
PO000083,PO000083-L4,S001,P0029,2023-05-28,2023-06-14,2023-06-14,129,107,2071.94,2064.24,Completed
PO000083,PO000083-L5,S001,P0108,2023-05-28,2023-06-14,2023-06-14,384,317,382.29,391.46,Completed
PO000084,PO000084-L1,S001,P0019,2023-05-30,2023-06-21,2023-06-19,779,691,1383.05,1371.05,Completed
PO000084,PO000084-L2,S001,P0014,2023-05-30,2023-06-21,2023-06-19,1332,1214,252.79,238.98,Completed
PO000084,PO000084-L3,S001,P0108,2023-05-30,2023-06-21,2023-06-19,632,559,382.74,370.7,Completed
PO000084,PO000084-L4,S001,P0080,2023-05-30,2023-06-21,2023-06-19,556,484,9010.32,9028.17,Completed
PO000084,PO000084-L5,S001,P0138,2023-05-30,2023-06-21,2023-06-19,1180,1099,184.62,182.08,Completed
PO000085,PO000085-L1,S001,P0008,2023-06-01,2023-06-20,2023-07-01,257,219,1469.22,1420.24,Completed
PO000085,PO000085-L2,S001,P0108,2023-06-01,2023-06-20,2023-07-01,849,738,374.27,354.98,Completed
PO000085,PO000085-L3,S001,P0019,2023-06-01,2023-06-20,2023-07-01,240,210,1363.27,1429.19,Completed
PO000085,PO000085-L4,S001,P0080,2023-06-01,2023-06-20,2023-07-01,1371,1245,8951.7,8448.6,Completed
PO000085,PO000085-L5,S001,P0014,2023-06-01,2023-06-20,2023-07-01,1282,1102,254.76,239.9,Completed
PO000085,PO000085-L6,S001,P0197,2023-06-01,2023-06-20,2023-07-01,377,321,175.73,169.49,Completed
PO000086,PO000086-L1,S001,P0008,2023-06-04,2023-06-25,2023-06-23,548,458,1428.97,1393.95,Completed
PO000086,PO000086-L2,S001,P0108,2023-06-04,2023-06-25,2023-06-23,1004,948,365.02,356.62,Completed
PO000086,PO000086-L3,S001,P0014,2023-06-04,2023-06-25,2023-06-23,1386,1216,251.73,254.94,Completed
PO000086,PO000086-L4,S001,P0019,2023-06-04,2023-06-25,2023-06-23,897,728,1305.91,1383.96,Completed
PO000086,PO000086-L5,S001,P0029,2023-06-04,2023-06-25,2023-06-23,56,48,2130.3,2541.01,Completed
PO000087,PO000087-L1,S001,P0138,2023-06-06,2023-06-24,2023-06-23,1348,1316,187.91,194.23,Completed
PO000087,PO000087-L2,S001,P0014,2023-06-06,2023-06-24,2023-06-23,1312,1218,264.9,276.73,Completed
PO000087,PO000087-L3,S001,P0108,2023-06-06,2023-06-24,2023-06-23,1179,984,374.92,353.65,Completed
PO000087,PO000087-L4,S001,P0080,2023-06-06,2023-06-24,2023-06-23,1488,1212,8672.79,9276.51,Completed
PO000087,PO000087-L5,S001,P0019,2023-06-06,2023-06-24,2023-06-23,1059,833,1357.5,1332.44,Completed
PO000087,PO000087-L6,S001,P0008,2023-06-06,2023-06-24,2023-06-23,879,809,1443.46,1665.12,Completed
PO000088,PO000088-L1,S001,P0008,2023-06-09,2023-06-28,2023-06-26,981,822,1488.8,1452.69,Completed
PO000088,PO000088-L2,S001,P0029,2023-06-09,2023-06-28,2023-06-26,1333,1078,2122.72,2056.19,Completed
PO000088,PO000088-L3,S001,P0080,2023-06-09,2023-06-28,2023-06-26,608,484,8684.23,8921.87,Completed
PO000088,PO000088-L4,S001,P0014,2023-06-09,2023-06-28,2023-06-26,885,761,255.54,234.13,Completed
PO000089,PO000089-L1,S001,P0019,2023-06-11,2023-06-29,2023-06-28,1408,1081,1371.21,1311.3,Completed
PO000089,PO000089-L2,S001,P0080,2023-06-11,2023-06-29,2023-06-28,199,168,8885.19,8826.87,Completed
PO000090,PO000090-L1,S001,P0014,2023-06-13,2023-07-03,2023-07-02,375,320,253.02,265.08,Completed
PO000090,PO000090-L2,S001,P0138,2023-06-13,2023-07-03,2023-07-02,1068,1070,181.91,170.18,Completed
PO000090,PO000090-L3,S001,P0197,2023-06-13,2023-07-03,2023-07-02,611,555,175.06,172.38,Completed
PO000090,PO000090-L4,S001,P0019,2023-06-13,2023-07-03,2023-07-02,598,491,1386.03,1392.39,Completed
PO000090,PO000090-L5,S001,P0008,2023-06-13,2023-07-03,2023-07-02,1012,964,1487.52,1528.69,Completed
PO000090,PO000090-L6,S001,P0108,2023-06-13,2023-07-03,2023-07-02,114,99,373.45,355.87,Completed
PO000090,PO000090-L7,S001,P0029,2023-06-13,2023-07-03,2023-07-02,1006,819,2050.47,1948.95,Completed
PO000091,PO000091-L1,S001,P0138,2023-06-14,2023-07-04,2023-07-03,1420,1247,189.14,174.46,Completed
PO000091,PO000091-L2,S001,P0197,2023-06-14,2023-07-04,2023-07-03,868,781,182.35,169.76,Completed
PO000091,PO000091-L3,S001,P0080,2023-06-14,2023-07-04,2023-07-03,575,508,9044.91,8212.4,Completed
PO000091,PO000091-L4,S001,P0108,2023-06-14,2023-07-04,2023-07-03,944,880,376.48,383.5,Completed
PO000091,PO000091-L5,S001,P0019,2023-06-14,2023-07-04,2023-07-03,457,427,1337.25,1332.36,Completed
PO000092,PO000092-L1,S001,P0138,2023-06-16,2023-07-06,2023-07-09,663,577,189.98,190.73,Completed
PO000092,PO000092-L2,S001,P0019,2023-06-16,2023-07-06,2023-07-09,1148,913,1385.3,1455.69,Completed
PO000092,PO000092-L3,S001,P0029,2023-06-16,2023-07-06,2023-07-09,1377,1304,2089.35,2013.4,Completed
PO000093,PO000093-L1,S001,P0080,2023-06-17,2023-07-02,2023-07-05,470,432,8973.4,9102.35,Completed
PO000094,PO000094-L1,S001,P0108,2023-06-20,2023-07-14,2023-07-27,865,689,368.13,355.31,Completed
PO000094,PO000094-L2,S001,P0029,2023-06-20,2023-07-14,2023-07-27,1464,1484,2115.43,2693.09,Completed
PO000094,PO000094-L3,S001,P0014,2023-06-20,2023-07-14,2023-07-27,1093,1069,252.28,268.76,Completed
PO000094,PO000094-L4,S001,P0019,2023-06-20,2023-07-14,2023-07-27,1071,990,1363.05,1430.84,Completed
PO000094,PO000094-L5,S001,P0197,2023-06-20,2023-07-14,2023-07-27,677,579,180.4,182.4,Completed
PO000094,PO000094-L6,S001,P0008,2023-06-20,2023-07-14,2023-07-27,865,751,1421.94,1531.03,Completed
PO000094,PO000094-L7,S001,P0138,2023-06-20,2023-07-14,2023-07-27,1301,1189,190.73,192.66,Completed
PO000095,PO000095-L1,S001,P0080,2023-06-22,2023-07-07,2023-07-30,795,688,8948.85,10613.0,Completed
PO000095,PO000095-L2,S001,P0108,2023-06-22,2023-07-07,2023-07-30,428,357,379.89,357.02,Completed
PO000095,PO000095-L3,S001,P0197,2023-06-22,2023-07-07,2023-07-30,132,97,175.69,177.48,Completed
PO000095,PO000095-L4,S001,P0008,2023-06-22,2023-07-07,2023-07-30,131,119,1474.42,1483.34,Completed
PO000095,PO000095-L5,S001,P0019,2023-06-22,2023-07-07,2023-07-30,1291,1107,1384.89,1430.44,Completed
PO000096,PO000096-L1,S001,P0080,2023-06-24,2023-07-14,,1203,0,8891.92,,Open
PO000097,PO000097-L1,S001,P0080,2023-06-25,2023-07-15,2023-07-24,1453,1108,8839.41,8551.69,Completed
PO000097,PO000097-L2,S001,P0019,2023-06-25,2023-07-15,2023-07-24,809,614,1316.53,1273.88,Completed
PO000098,PO000098-L1,S001,P0019,2023-06-28,2023-07-18,2023-07-19,588,534,1365.36,1318.68,Completed
PO000099,PO000099-L1,S001,P0138,2023-07-01,2023-07-18,2023-07-15,989,822,185.93,191.72,Completed
PO000099,PO000099-L2,S001,P0008,2023-07-01,2023-07-18,2023-07-15,597,498,1460.29,1381.63,Completed
PO000099,PO000099-L3,S001,P0029,2023-07-01,2023-07-18,2023-07-15,1441,1173,2101.81,1966.44,Completed
PO000100,PO000100-L1,S001,P0029,2023-07-03,2023-07-18,2023-07-29,1221,1095,2069.59,2043.03,Completed
PO000100,PO000100-L2,S001,P0108,2023-07-03,2023-07-18,2023-07-29,714,604,369.07,370.45,Completed
PO000100,PO000100-L3,S001,P0080,2023-07-03,2023-07-18,2023-07-29,298,280,8561.73,8296.91,Completed
PO000101,PO000101-L1,S001,P0080,2023-07-04,2023-07-26,2023-07-26,599,480,8732.65,8660.34,Completed
PO000101,PO000101-L2,S001,P0014,2023-07-04,2023-07-26,2023-07-26,1306,1070,258.11,250.91,Completed
PO000101,PO000101-L3,S001,P0108,2023-07-04,2023-07-26,2023-07-26,301,259,370.74,381.21,Completed
PO000101,PO000101-L4,S001,P0019,2023-07-04,2023-07-26,2023-07-26,170,168,1335.53,1256.96,Completed
PO000101,PO000101-L5,S001,P0008,2023-07-04,2023-07-26,2023-07-26,1482,1350,1466.29,1543.08,Completed
PO000102,PO000102-L1,S001,P0029,2023-07-06,2023-07-29,,73,0,2134.59,,Cancelled
PO000102,PO000102-L2,S001,P0080,2023-07-06,2023-07-29,,1066,0,8677.87,,Cancelled
PO000103,PO000103-L1,S001,P0108,2023-07-07,2023-07-24,2023-07-23,1068,851,369.9,342.23,Completed
PO000103,PO000103-L2,S001,P0014,2023-07-07,2023-07-24,2023-07-23,1379,1075,263.6,269.49,Completed
PO000103,PO000103-L3,S001,P0019,2023-07-07,2023-07-24,2023-07-23,1421,1221,1385.75,1362.51,Completed
PO000103,PO000103-L4,S001,P0138,2023-07-07,2023-07-24,2023-07-23,1019,934,189.16,176.23,Completed
PO000103,PO000103-L5,S001,P0080,2023-07-07,2023-07-24,2023-07-23,1380,1216,8853.68,9007.46,Completed
PO000103,PO000103-L6,S001,P0008,2023-07-07,2023-07-24,2023-07-23,322,296,1471.38,1515.8,Completed
PO000104,PO000104-L1,S001,P0014,2023-07-10,2023-08-01,2023-07-31,1192,1015,254.34,290.23,Completed
PO000104,PO000104-L2,S001,P0008,2023-07-10,2023-08-01,2023-07-31,1433,1207,1421.05,1499.97,Completed
PO000104,PO000104-L3,S001,P0138,2023-07-10,2023-08-01,2023-07-31,365,273,190.54,183.37,Completed
PO000104,PO000104-L4,S001,P0197,2023-07-10,2023-08-01,2023-07-31,735,736,179.35,185.13,Completed
PO000104,PO000104-L5,S001,P0108,2023-07-10,2023-08-01,2023-07-31,173,162,379.1,351.58,Completed
PO000105,PO000105-L1,S001,P0019,2023-07-11,2023-07-31,2023-07-30,1432,1108,1356.57,1439.42,Completed
PO000105,PO000105-L2,S001,P0197,2023-07-11,2023-07-31,2023-07-30,471,370,175.27,177.07,Completed
PO000105,PO000105-L3,S001,P0014,2023-07-11,2023-07-31,2023-07-30,419,357,265.44,289.89,Completed
PO000105,PO000105-L4,S001,P0108,2023-07-11,2023-07-31,2023-07-30,429,381,378.93,383.27,Completed
PO000105,PO000105-L5,S001,P0080,2023-07-11,2023-07-31,2023-07-30,1264,1157,8937.68,8795.04,Completed
PO000105,PO000105-L6,S001,P0029,2023-07-11,2023-07-31,2023-07-30,1433,1270,2074.19,2061.85,Completed
PO000105,PO000105-L7,S001,P0008,2023-07-11,2023-07-31,2023-07-30,967,990,1429.08,1435.13,Completed
PO000106,PO000106-L1,S001,P0197,2023-07-12,2023-07-31,2023-07-29,1353,1248,182.13,180.35,Completed
PO000107,PO000107-L1,S001,P0108,2023-07-15,2023-07-31,,641,0,378.99,,Open
PO000107,PO000107-L2,S001,P0014,2023-07-15,2023-07-31,,259,0,252.26,,Open
PO000107,PO000107-L3,S001,P0080,2023-07-15,2023-07-31,,647,0,8657.09,,Open
PO000107,PO000107-L4,S001,P0029,2023-07-15,2023-07-31,,315,0,2104.36,,Open
PO000107,PO000107-L5,S001,P0008,2023-07-15,2023-07-31,,463,0,1443.02,,Open
PO000107,PO000107-L6,S001,P0019,2023-07-15,2023-07-31,,771,0,1312.39,,Open
PO000107,PO000107-L7,S001,P0138,2023-07-15,2023-07-31,,860,0,191.43,,Open
PO000108,PO000108-L1,S001,P0197,2023-07-16,2023-08-01,2023-08-11,1098,982,175.65,184.3,Completed
PO000108,PO000108-L2,S001,P0108,2023-07-16,2023-08-01,2023-08-11,708,591,375.51,353.15,Completed
PO000108,PO000108-L3,S001,P0019,2023-07-16,2023-08-01,2023-08-11,370,321,1307.74,1218.43,Completed
PO000108,PO000108-L4,S001,P0008,2023-07-16,2023-08-01,2023-08-11,1336,1031,1445.07,1526.18,Completed
PO000109,PO000109-L1,S001,P0008,2023-07-17,2023-08-03,2023-08-01,842,748,1490.44,1467.96,Completed
PO000109,PO000109-L2,S001,P0080,2023-07-17,2023-08-03,2023-08-01,422,377,8590.51,8610.3,Completed
PO000109,PO000109-L3,S001,P0014,2023-07-17,2023-08-03,2023-08-01,127,92,253.47,254.37,Completed
PO000109,PO000109-L4,S001,P0019,2023-07-17,2023-08-03,2023-08-01,102,79,1353.59,1342.89,Completed
PO000109,PO000109-L5,S001,P0029,2023-07-17,2023-08-03,2023-08-01,702,650,2145.77,1963.84,Completed
PO000109,PO000109-L6,S001,P0108,2023-07-17,2023-08-03,2023-08-01,600,582,384.1,391.08,Completed
PO000109,PO000109-L7,S001,P0197,2023-07-17,2023-08-03,2023-08-01,1046,954,176.17,181.76,Completed
PO000110,PO000110-L1,S001,P0019,2023-07-20,2023-08-08,2023-08-07,1471,1215,1322.55,1319.63,Completed
PO000110,PO000110-L2,S001,P0080,2023-07-20,2023-08-08,2023-08-07,1256,1168,8894.07,9318.06,Completed
PO000110,PO000110-L3,S001,P0108,2023-07-20,2023-08-08,2023-08-07,297,268,378.69,356.17,Completed
PO000110,PO000110-L4,S001,P0197,2023-07-20,2023-08-08,2023-08-07,1067,935,181.9,186.35,Completed
PO000110,PO000110-L5,S001,P0138,2023-07-20,2023-08-08,2023-08-07,199,164,186.53,177.82,Completed
PO000110,PO000110-L6,S001,P0014,2023-07-20,2023-08-08,2023-08-07,901,850,263.2,237.86,Completed
PO000111,PO000111-L1,S001,P0008,2023-07-21,2023-08-12,,249,204,1490.89,1539.06,Completed
PO000111,PO000111-L2,S001,P0197,2023-07-21,2023-08-12,2023-08-12,868,831,183.37,178.94,Completed
PO000111,PO000111-L3,S001,P0029,2023-07-21,2023-08-12,2023-08-12,825,703,2046.72,1985.54,Completed
PO000111,PO000111-L4,S001,P0138,2023-07-21,2023-08-12,2023-08-12,1165,951,183.3,178.24,Completed
PO000112,PO000112-L1,S001,P0019,2023-07-22,2023-08-10,2023-08-12,985,885,1346.35,1447.03,Completed
PO000112,PO000112-L2,S001,P0080,2023-07-22,2023-08-10,2023-08-12,271,248,8845.78,8956.41,Completed
PO000113,PO000113-L1,S001,P0008,2023-07-23,2023-08-07,2023-08-05,1323,1104,1426.19,1390.12,Completed
PO000113,PO000113-L2,S001,P0014,2023-07-23,2023-08-07,2023-08-05,196,175,259.8,251.06,Completed
PO000113,PO000113-L3,S001,P0029,2023-07-23,2023-08-07,2023-08-05,573,529,2075.83,2153.75,Completed
PO000114,PO000114-L1,S001,P0197,2023-07-25,2023-08-09,2023-08-30,775,698,180.97,177.73,Completed
PO000114,PO000114-L2,S001,P0108,2023-07-25,2023-08-09,2023-08-30,1356,1173,373.47,371.5,Completed
PO000114,PO000114-L3,S001,P0080,2023-07-25,2023-08-09,2023-08-30,556,471,8642.75,8312.97,Completed
PO000114,PO000114-L4,S001,P0014,2023-07-25,2023-08-09,2023-08-30,818,690,259.52,238.26,Completed
PO000114,PO000114-L5,S001,P0138,2023-07-25,2023-08-09,2023-08-30,58,51,186.03,189.89,Completed
PO000115,PO000115-L1,S001,P0019,2023-07-28,2023-08-14,2023-08-17,1392,1307,1369.04,1364.47,Completed
PO000115,PO000115-L2,S001,P0008,2023-07-28,2023-08-14,2023-08-17,551,479,1416.18,1240.73,Completed
PO000115,PO000115-L3,S001,P0029,2023-07-28,2023-08-14,2023-08-17,652,575,2080.1,1877.17,Completed
PO000115,PO000115-L4,S001,P0197,2023-07-28,2023-08-14,2023-08-17,1329,1312,173.02,206.65,Completed
PO000115,PO000115-L5,S001,P0138,2023-07-28,2023-08-14,2023-08-17,905,743,190.7,181.24,Completed
PO000115,PO000115-L6,S001,P0014,2023-07-28,2023-08-14,2023-08-17,1145,962,252.41,242.54,Completed
